id,RA,Dec,observatory_code,magnitude,band,mjd
533211,189.72175,6.17664, F51,22.904, G,56811.406
533397,213.35652,-8.51624, F51,22.703, G,56811.406
533563,236.33947,-17.73968, F51,22.236, G,56811.406
533562,229.87905,-11.05498, F51,22.379, G,56811.406
