id,xcentroid,ycentroid,RA,Dec,magnitude,observation_date,telescope,plate_center_RA_deg,plate_center_Dec_deg,band,mjd,link_id,observatory_code,mag_err,RA_err,Dec_err,image_frame_id,exposure_s,ml_probs
1,235.05892607714455,3.1918590334015513,345.5432228419271,21.056371054194738,12.025515283832755,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_1,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0
3,1134.4280326144133,9.392050476661453,345.27412529214575,21.054725096585027,16.21180465621616,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_3,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.37686540722114353
8,934.9664920902266,13.877421191828114,345.3338148322367,21.053507177548312,20.030955174072588,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_8,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9669039276941086
13,1188.8696827598562,19.41330867499824,345.25784451885556,21.05192466999839,19.054705031528865,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_13,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.37351608726760205
14,363.24199456456483,20.55226493526303,345.5048817,21.051588804837305,19.446145603870747,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_14,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9672360778959982
16,50.522625035994004,21.446125597464793,345.59843822555786,21.051213733659722,15.675849682892844,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_16,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.583883699
17,206.0348548822225,22.016208975356797,345.55191490255964,21.051126382512237,14.475573870029947,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_17,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9999999993538407
20,54.85777769404905,24.100796508759355,345.59714230622876,21.05047801606029,15.359686991341514,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_20,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9999999932566837
21,91.07933667331913,25.47672120188381,345.5863068839641,21.05011343207558,18.216003275549017,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_21,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9395248516002852
22,300.8488961179477,27.10198944457815,345.52355173812583,21.049747843410554,11.367824356404407,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_22,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9940144092322333
30,350.4733084,33.581788011675464,345.50870886281535,21.04796234588951,18.98201500430049,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_30,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9999931146212139
34,955.5526486956121,35.754197194832486,345.32767462315024,21.047420529835605,17.74993850300956,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_34,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9952773834769576
37,652.9919846,38.21376280201191,345.41820349776634,21.046736157582924,16.184469098272835,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_37,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9999996749475342
40,749.7521873117112,38.848249224314735,345.3892538295264,21.046566463721685,15.259745226064585,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_40,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9999999999960414
44,200.38285600312886,43.18203432567556,345.55361539185117,21.045239949051503,17.801106643092872,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_44,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9910352525358783
48,529.2458058569554,47.06299718096819,345.4552325,21.044257679576763,19.022995433719338,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_48,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9195132785127712
50,883.8362943689217,51.41075995746134,345.3491463366804,21.043071376670508,18.948546724445084,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_50,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.8224428288730684
54,752.6338014672842,52.52327164389466,345.3884023129032,21.042763411419372,18.587831989903677,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_54,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9999997061710875
57,1044.2556930893602,53.06905130499404,345.30114976367815,21.042592650838753,18.77987488553581,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_57,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.985669489
63,686.1918078566393,55.80023129,345.4082833622082,21.041848426233102,15.355216854949855,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_63,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9999999999331779
64,352.41786596345844,57.24956107487134,345.5081399430961,21.041382477271874,19.122062444255256,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_64,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.05598486
65,1004.0049284344738,58.263510522441315,345.3131978903698,21.04115377401891,17.259173161861177,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_65,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9999946690615154
69,161.84356286893225,60.27995798201996,345.5651519487099,21.040470610527624,19.10157350206508,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_69,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.8992303331460219
70,366.1335895207515,59.585571912377624,345.5040380369316,21.04073702479878,19.331329724880746,2001-11-20T02:59:03,PALOM48,345.00618964125334,20.48839355,g,52233.124340277776,20011120025903c_70,644,0.29,0.7961613890956658,0.7624942069747913,20011120025903c,20,0.9999950556520542
