id,xcentroid,ycentroid,RA,Dec,magnitude,observation_date,telescope,plate_center_RA_deg,plate_center_Dec_deg,band,mjd,link_id,observatory_code,mag_err,RA_err,Dec_err,image_frame_id,exposure_s,ml_probs
10,1412.5115594445597,15.264351598589418,345.19463121144656,21.055056845078692,19.29874206428942,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_10,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.975434669
17,3501.687566107054,19.464902616980996,344.5694444023813,21.051029623515877,19.47290982872383,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_17,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.44458994710518746
30,312.1772113559112,33.057611775912115,345.52395462009883,21.05078612119516,11.370600087988077,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_30,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.8014162131519893
94,3503.293268396129,80.13152387189221,344.5691033724506,21.034098448742046,22.127480358109768,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_94,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.15662444415165294
139,2797.3146862563417,124.77208103779054,344.7804149094037,21.022840029505605,17.889465828189856,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_139,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.9301128705311602
145,2800.626806532016,130.30393232530494,344.7794345183027,21.02129164,17.767134912355637,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_145,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.9947273340548207
390,3308.712629532131,324.91464752431483,344.6278544407372,20.966148603192618,19.32712758091024,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_390,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.9930313426601137
530,2419.9870383227776,461.0657922982223,344.8938776,20.929571275345246,20.708665745685973,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_530,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.43883743132556896
570,3638.357240087708,491.0037936669956,344.52966793431506,20.919183812358973,15.129288532324953,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_570,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.45866509344344314
654,2251.476977589618,568.6881288536912,344.9444362034133,20.89977550583268,18.80246144185667,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_654,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.9263198785528116
713,1620.1899877315104,616.5263676252691,345.13322838102874,20.887173855841347,18.932220616631884,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_713,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.9999971283132428
736,2269.675968133322,633.5453275709164,344.93909944254466,20.88165794366925,22.31965455747852,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_736,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.7139248378829431
844,441.21723051963613,724.1754479971395,345.4857475559954,20.85805913823728,20.78027329828031,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_844,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.036152805977547504
922,3369.0052129215605,795.8785861975188,344.6108655411403,20.83461196416089,19.76523246822644,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_922,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.904995177
955,2632.9776962825167,822.981411,344.83084407145805,20.828288041032906,20.32020748013487,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_955,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.9303256675664913
993,3999.6328262994257,853.1304879290789,344.4225954,20.817373125184844,18.838213014867215,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_993,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.9033927646678649
1030,1090.1896881290945,890.6397403,345.29193111711106,20.81121313477903,17.704927401852544,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_1030,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.433819971
1036,2645.889822627243,895.4807694501877,344.82711676104975,20.808039447335954,21.032838336698212,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_1036,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.13527609078964162
1047,1228.8300298300524,900.8146054136446,345.25051581740905,20.808257875798773,17.25047412580918,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_1047,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.3641958840035091
1104,1449.6671040431304,952.5545429853365,345.18459060354814,20.793620957254785,21.330652425503605,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_1104,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.9807761859676276
1172,1106.4696180685835,999.2355655,345.2871701841728,20.78091348420026,21.65897665360228,2001-11-20T01:57:07,PALOM48,345.0098099362052,20.489553676724483,g,52233.08133101852,20011120015707c_1172,644,0.22,0.7766453615432941,0.6708765431143464,20011120015707c,20,0.028124534
