id,RA,Dec,observatory_code,magnitude,band,mjd,mag_err,RA_err,Dec_err
533211,189.72167,6.17664, F51,22.904, G,56811.416,0.15,0.2,0.2
533397,213.35637,-8.5162, F51,22.703, G,56811.416,0.15,0.2,0.2
533563,236.33926,-17.73967, F51,22.236, G,56811.416,0.15,0.2,0.2
533562,229.8788,-11.05494, F51,22.379, G,56811.416,0.15,0.2,0.2
